Identifier,RIBO_GLY_1,RNA_GLY_1
NC_002516.2:5516399-5517094:-,76,26
NC_002516.2:5517109-5517711:-,24,46
NC_002516.2:5517821-5518480:+,199,45
NC_002516.2:5518483-5519682:+,297,57
NC_002516.2:5519711-5520538:+,359,78
NC_002516.2:5520672-5521595:+,21,24
NC_002516.2:5521664-5522110:-,698,265
NC_002516.2:5522386-5522973:+,15,7
NC_002516.2:5522986-5523681:-,18,8
NC_002516.2:5523868-5524719:-,6,9
NC_002516.2:5524970-5525905:-,8,4
NC_002516.2:5525905-5528397:-,22,15
NC_002516.2:5528659-5530902:-,103,29
NC_002516.2:5530973-5533015:+,6,15
NC_002516.2:5533017-5534093:-,33,17
NC_002516.2:5534162-5535556:-,94,50
NC_002516.2:5535685-5536131:-,374,357
NC_002516.2:5536153-5537022:-,475,732
NC_002516.2:5537059-5537289:-,712,213
NC_002516.2:5537319-5537738:-,1461,601
NC_002516.2:5537953-5538699:-,45,54
NC_002516.2:5538696-5541410:-,344,205
NC_002516.2:5542073-5543365:-,670,246
NC_002516.2:5543417-5544601:-,264,194
NC_002516.2:5544636-5544821:-,7,27
NC_002516.2:5544917-5545786:-,209,190
NC_002516.2:5545786-5546988:-,354,375
NC_002516.2:5547083-5548384:-,166,492
NC_002516.2:5548397-5548645:-,158,135
NC_002516.2:5548751-5549722:-,50,147
NC_002516.2:5549780-5551681:-,83,70
NC_002516.2:5551681-5553108:-,92,88
NC_002516.2:5553117-5553584:-,38,29
NC_002516.2:5553572-5555080:-,58,44
NC_002516.2:5555162-5556247:+,13,10
NC_002516.2:5556281-5556823:-,53,18
NC_002516.2:5556935-5557954:+,51,31
NC_002516.2:5557958-5559001:-,53,57
NC_002516.2:5559021-5559872:-,77,58
NC_002516.2:5560013-5561524:+,34,18
NC_002516.2:5561599-5562414:+,96,23
NC_002516.2:5562418-5563287:+,92,21
NC_002516.2:5563605-5565428:+,62,36
NC_002516.2:5565493-5567568:+,84,68
NC_002516.2:5567655-5568944:-,113,50
NC_002516.2:5569090-5570628:+,52,39
NC_002516.2:5570625-5571161:+,10,7
NC_002516.2:5571219-5571929:-,128,102
NC_002516.2:5572222-5574486:-,216,118
NC_002516.2:5574494-5575018:-,28,8
NC_002516.2:5575015-5576028:-,50,18
NC_002516.2:5576028-5577917:-,197,55
NC_002516.2:5577929-5578549:-,34,18
NC_002516.2:5578681-5579499:-,15,8
NC_002516.2:5579653-5580111:-,41,17
NC_002516.2:5580102-5580719:-,209,60
NC_002516.2:5580962-5581708:+,38,33
NC_002516.2:5581762-5583645:-,318,37
NC_002516.2:5584101-5585549:+,66,24
NC_002516.2:5585615-5586319:-,5,1
NC_002516.2:5586370-5587551:-,3,10
NC_002516.2:5587574-5589253:-,4,8
NC_002516.2:5589295-5591385:-,4,2
NC_002516.2:5591452-5592612:-,3,4
NC_002516.2:5592633-5593424:-,1,0
NC_002516.2:5593683-5595095:-,6,3
NC_002516.2:5595279-5597531:-,10,11
NC_002516.2:5598308-5599042:-,8,2
NC_002516.2:5599160-5599807:-,12,10
NC_002516.2:5599884-5600975:-,1,3
NC_002516.2:5601149-5603095:+,2,1
NC_002516.2:5603173-5603772:+,8,2
NC_002516.2:5603821-5605098:-,19,13
NC_002516.2:5605134-5606018:-,12,7
NC_002516.2:5606103-5606435:+,2,1
NC_002516.2:5606496-5607671:+,38,23
NC_002516.2:5607668-5608480:+,28,15
NC_002516.2:5608649-5609569:+,25,11
NC_002516.2:5609594-5610802:-,14,4
NC_002516.2:5610851-5612140:-,10,8
NC_002516.2:5612268-5613692:-,86,61
NC_002516.2:5613733-5615544:-,92,95
NC_002516.2:5615652-5616302:+,21,15
NC_002516.2:5616310-5617515:+,25,25
NC_002516.2:5617534-5618418:-,49,69
NC_002516.2:5618579-5619535:-,76,69
NC_002516.2:5619608-5621026:-,49,88
NC_002516.2:5621030-5621926:-,33,53
NC_002516.2:5621920-5623056:-,93,102
NC_002516.2:5623040-5624797:-,443,204
NC_002516.2:5624901-5626379:-,56,57
NC_002516.2:5626376-5627134:-,35,41
NC_002516.2:5627131-5627865:-,44,29
NC_002516.2:5627865-5628671:-,78,52
NC_002516.2:5628668-5629789:-,101,42
NC_002516.2:5629786-5630853:-,51,21
NC_002516.2:5630850-5631887:-,83,62
NC_002516.2:5631947-5632870:-,1247,178
NC_002516.2:5632926-5635874:-,276,165
NC_002516.2:5636156-5638804:+,861,467
NC_002516.2:5638949-5640592:+,435,156
NC_002516.2:5641010-5643709:+,56,56
NC_002516.2:5643803-5644450:+,65,14
NC_002516.2:5644454-5645290:-,21,6
NC_002516.2:5645593-5647395:+,7,10
NC_002516.2:5647814-5649430:+,38,10
NC_002516.2:5649522-5652878:+,65,43
NC_002516.2:5652945-5654405:+,21,6
NC_002516.2:5654556-5655527:+,9,25
NC_002516.2:5655648-5656925:+,66,17
NC_002516.2:5657016-5657468:+,1,6
NC_002516.2:5657581-5658396:+,0,30
NC_002516.2:5658418-5659185:-,76,31
NC_002516.2:5659276-5660181:-,8,2
NC_002516.2:5660357-5661673:+,16,9
NC_002516.2:5661701-5662630:-,3,5
NC_002516.2:5662742-5663815:+,1,3
NC_002516.2:5663889-5664869:+,10,6
NC_002516.2:5664990-5666057:-,77,37
NC_002516.2:5666234-5667667:-,209,131
NC_002516.2:5667696-5672141:-,535,239
NC_002516.2:5672366-5674021:-,151,56
NC_002516.2:5674028-5675134:-,123,75
NC_002516.2:5675184-5675702:-,43,71
NC_002516.2:5675714-5677858:-,387,168
NC_002516.2:5677912-5678436:-,73,43
NC_002516.2:5678433-5679056:-,42,17
NC_002516.2:5679053-5679649:-,32,23
NC_002516.2:5679649-5680713:-,72,47
NC_002516.2:5680898-5683366:+,90,93
NC_002516.2:5683471-5684739:-,491,155
NC_002516.2:5684842-5686281:-,29,34
NC_002516.2:5686278-5687045:-,17,29
NC_002516.2:5687105-5687320:-,415,98
NC_002516.2:5687496-5689715:+,28,19
NC_002516.2:5689964-5691727:+,197,71
NC_002516.2:5691762-5692457:+,31,20
NC_002516.2:5692576-5693109:+,35,17
NC_002516.2:5693138-5694481:+,115,39
NC_002516.2:5694576-5694947:+,32,11
NC_002516.2:5695366-5697045:+,123,33
NC_002516.2:5697198-5698055:+,43,19
NC_002516.2:5698359-5700041:+,22,31
NC_002516.2:5700097-5700714:+,6,3
NC_002516.2:5700758-5701687:-,656,293
NC_002516.2:5701698-5702114:-,86,78
NC_002516.2:5702258-5702533:-,30,19
NC_002516.2:5702669-5703439:+,101,42
NC_002516.2:5703454-5704080:+,25,17
NC_002516.2:5704077-5705678:+,53,39
NC_002516.2:5705794-5706198:+,103,105
NC_002516.2:5706191-5706526:+,74,35
NC_002516.2:5706552-5706800:+,412,59
NC_002516.2:5706814-5707239:+,66,37
NC_002516.2:5707236-5708039:+,50,48
NC_002516.2:5708036-5708743:+,20,13
NC_002516.2:5708955-5710898:+,21,9
NC_002516.2:5711008-5711469:+,31,13
NC_002516.2:5711477-5712211:-,78,25
NC_002516.2:5712204-5713166:-,109,34
NC_002516.2:5713232-5714032:-,363,45
NC_002516.2:5714270-5716855:-,140,176
NC_002516.2:5716848-5718425:-,389,200
NC_002516.2:5718882-5719319:-,58,11
NC_002516.2:5719316-5720287:-,103,37
NC_002516.2:5720469-5720945:+,9,2
NC_002516.2:5720950-5721849:-,12,3
NC_002516.2:5721892-5722242:-,4,3
NC_002516.2:5722267-5723517:-,1,3
NC_002516.2:5723582-5724538:+,8,8
NC_002516.2:5725479-5726348:-,9,12
NC_002516.2:5726357-5727238:-,34,13
NC_002516.2:5727239-5729476:-,38,14
NC_002516.2:5729473-5731845:-,19,9
NC_002516.2:5732116-5732916:-,6,8
NC_002516.2:5732909-5734117:-,30,10
NC_002516.2:5734114-5735646:-,10,1
NC_002516.2:5735643-5736473:-,4,2
NC_002516.2:5736470-5737321:-,6,7
NC_002516.2:5737346-5738314:-,8,5
NC_002516.2:5738432-5739835:-,4,2
NC_002516.2:5739898-5741427:-,8,5
NC_002516.2:5741524-5742966:-,2,2
NC_002516.2:5743074-5744753:-,13,1
NC_002516.2:5745079-5745876:-,4,4
NC_002516.2:5745895-5746833:-,2,4
NC_002516.2:5746849-5747871:-,5,6
NC_002516.2:5748013-5748603:-,7,9
NC_002516.2:5748600-5749352:-,30,12
NC_002516.2:5749453-5750814:+,5,3
NC_002516.2:5750961-5751530:-,24,44
NC_002516.2:5751527-5751784:-,24,15
NC_002516.2:5751857-5752459:-,50,97
NC_002516.2:5752464-5753474:-,273,215
NC_002516.2:5753614-5754144:-,757,213
NC_002516.2:5754298-5756238:-,259,52
NC_002516.2:5756347-5757741:-,82,39
NC_002516.2:5757738-5761343:-,121,90
NC_002516.2:5761482-5762066:-,14,4
NC_002516.2:5762150-5762575:+,6,4
NC_002516.2:5762659-5764476:-,383,239
NC_002516.2:5764693-5766147:-,49,57
NC_002516.2:5766484-5767893:+,1150,278
NC_002516.2:5768041-5768445:+,6,4
NC_002516.2:5768442-5770649:-,35,24
NC_002516.2:5770937-5771458:+,11,5
NC_002516.2:5771455-5772027:+,8,3
NC_002516.2:5772298-5773374:+,14,4
NC_002516.2:5773377-5774807:+,53,22
NC_002516.2:5775620-5776087:-,12,22
NC_002516.2:5776086-5776547:+,15,5
NC_002516.2:5776606-5777097:-,351,46
NC_002516.2:5777134-5777388:-,22,30
NC_002516.2:5777390-5777809:-,49,22
NC_002516.2:5778134-5779681:+,153,49
NC_002516.2:5779995-5780813:+,4,5
NC_002516.2:5780963-5782249:+,68,56
NC_002516.2:5782278-5783588:+,143,26
NC_002516.2:5783588-5784361:+,19,8
NC_002516.2:5784430-5785911:+,62,15
NC_002516.2:5785948-5786703:-,41,5
NC_002516.2:5786853-5787605:-,32,12
NC_002516.2:5787696-5788442:-,16,8
NC_002516.2:5788614-5789384:-,82,27
NC_002516.2:5789395-5790132:-,91,27
NC_002516.2:5790445-5791086:-,73,29
NC_002516.2:5791083-5791676:-,125,25
NC_002516.2:5791837-5792235:+,5,1
NC_002516.2:5792505-5793611:+,9,10
NC_002516.2:5793705-5795957:+,104,34
NC_002516.2:5795954-5797021:+,59,15
NC_002516.2:5797065-5797337:+,137,23
NC_002516.2:5797365-5798447:+,11,13
NC_002516.2:5798693-5799430:-,26,11
NC_002516.2:5799589-5800278:+,10,8
NC_002516.2:5800527-5801300:+,67,33
NC_002516.2:5801315-5802067:+,293,53
NC_002516.2:5802129-5802824:+,36,16
NC_002516.2:5802821-5803513:+,28,16
NC_002516.2:5803582-5804802:+,4,8
NC_002516.2:5805206-5805676:+,1,5
NC_002516.2:5805680-5807158:+,14,4
NC_002516.2:5807173-5808357:+,13,4
NC_002516.2:5808368-5809897:+,13,7
NC_002516.2:5810281-5811339:+,152,34
NC_002516.2:5811336-5812244:+,134,32
NC_002516.2:5812241-5813122:+,139,62
NC_002516.2:5813122-5813667:+,112,50
NC_002516.2:5813727-5815565:+,30,19
NC_002516.2:5815562-5816950:+,50,15
NC_002516.2:5817191-5818186:+,27,29
NC_002516.2:5818202-5818834:+,3,11
NC_002516.2:5818831-5820114:+,19,8
NC_002516.2:5820910-5822358:+,16,522
NC_002516.2:5822380-5823636:+,35,629
NC_002516.2:5823716-5824726:+,23,159
NC_002516.2:5824787-5825719:+,11,85
NC_002516.2:5826135-5828039:+,204,386
NC_002516.2:5828086-5828907:-,37,23
NC_002516.2:5828904-5829470:-,96,34
NC_002516.2:5829596-5830261:+,11,7
NC_002516.2:5830313-5830750:-,480,139
NC_002516.2:5830924-5831805:+,8,9
NC_002516.2:5831902-5832741:+,5,3
NC_002516.2:5832749-5835070:+,15,6
NC_002516.2:5835380-5835895:+,23,20
NC_002516.2:5835994-5836401:+,12,2
NC_002516.2:5836470-5836685:-,65,46
NC_002516.2:5836910-5837467:+,22,7
NC_002516.2:5837449-5837892:-,2,2
NC_002516.2:5837915-5839078:-,7,2
NC_002516.2:5839105-5840895:-,21,9
NC_002516.2:5840897-5842132:-,18,3
NC_002516.2:5842275-5843183:+,3,8
NC_002516.2:5843198-5843800:-,23,4
NC_002516.2:5844054-5844410:+,20,6
NC_002516.2:5844468-5846009:-,467,124
NC_002516.2:5846125-5847018:-,50,9
NC_002516.2:5847131-5847934:+,65,33
NC_002516.2:5847972-5848367:-,23,6
NC_002516.2:5848577-5849011:+,1,9
NC_002516.2:5849143-5850048:+,30,11
NC_002516.2:5850239-5851162:+,41,19
NC_002516.2:5851239-5852558:-,24,21
NC_002516.2:5852653-5853396:-,58,21
NC_002516.2:5853585-5855924:+,133,31
NC_002516.2:5855936-5856325:+,28,11
NC_002516.2:5856532-5858115:+,81,35
NC_002516.2:5858158-5859456:-,70,31
NC_002516.2:5859793-5860494:+,30,1
NC_002516.2:5860467-5861621:-,41,27
NC_002516.2:5861721-5862989:-,4,40
NC_002516.2:5863034-5863711:-,6,55
NC_002516.2:5863825-5865189:+,91,36
NC_002516.2:5865227-5867011:+,44,51
NC_002516.2:5867233-5867685:+,15,7
NC_002516.2:5867817-5868146:+,28,26
NC_002516.2:5868181-5871057:-,32,25
NC_002516.2:5871231-5871620:-,112,22
NC_002516.2:5871667-5872749:-,100,34
NC_002516.2:5872900-5874519:-,8,17
NC_002516.2:5874587-5875585:-,14,0
NC_002516.2:5875653-5876567:-,10,2
NC_002516.2:5876664-5877857:+,6,0
NC_002516.2:5877896-5878717:+,49,16
NC_002516.2:5878754-5879971:-,58,18
NC_002516.2:5880000-5880482:-,20,8
NC_002516.2:5880487-5881671:-,65,35
NC_002516.2:5881679-5883013:-,249,89
NC_002516.2:5883023-5883577:-,29,14
NC_002516.2:5883664-5883975:+,33,33
NC_002516.2:5883972-5884286:+,45,23
NC_002516.2:5884508-5885119:+,22,25
NC_002516.2:5885486-5885944:+,15,1
NC_002516.2:5885954-5887078:-,38,92
NC_002516.2:5887082-5889832:-,70,173
NC_002516.2:5889829-5890902:-,49,116
NC_002516.2:5891109-5891528:-,13,4
NC_002516.2:5891683-5892660:+,22,2
NC_002516.2:5892910-5894256:+,154,48
NC_002516.2:5894293-5895261:-,69,26
NC_002516.2:5895261-5896727:-,91,64
NC_002516.2:5896806-5898794:-,6,9
NC_002516.2:5898865-5900124:-,670,860
NC_002516.2:5900369-5900695:-,1670,197
NC_002516.2:5900879-5902399:+,131,105
NC_002516.2:5902386-5904596:-,351,137
NC_002516.2:5904614-5905627:-,167,79
NC_002516.2:5905871-5906461:+,23,35
NC_002516.2:5906626-5907294:+,91,46
NC_002516.2:5907390-5907863:+,8,4
NC_002516.2:5907848-5908330:-,18,10
NC_002516.2:5908397-5910298:-,150,47
NC_002516.2:5910403-5911032:-,24,22
NC_002516.2:5911262-5912020:-,33,42
NC_002516.2:5912027-5912605:-,17,17
NC_002516.2:5912605-5914521:-,48,32
NC_002516.2:5914594-5915046:+,8,6
NC_002516.2:5915043-5916101:-,305,133
NC_002516.2:5916227-5916856:+,9,4
NC_002516.2:5916918-5917400:-,465,155
NC_002516.2:5917680-5918171:-,14,19
NC_002516.2:5918350-5919588:-,115,92
NC_002516.2:5919585-5920715:-,118,191
NC_002516.2:5920742-5921497:-,22,32
NC_002516.2:5921494-5922435:-,73,69
NC_002516.2:5922544-5923290:-,125,217
NC_002516.2:5923295-5924371:-,65,72
NC_002516.2:5924596-5925990:+,110,67
NC_002516.2:5926134-5927105:-,15,10
NC_002516.2:5927336-5930605:-,20,14
NC_002516.2:5930602-5932677:-,4,5
NC_002516.2:5932877-5933395:-,2,0
NC_002516.2:5933688-5934668:-,28,21
NC_002516.2:5934770-5935045:+,37,6
NC_002516.2:5935064-5935945:+,17,25
NC_002516.2:5935988-5936221:+,45,18
NC_002516.2:5936370-5939222:+,29,21
NC_002516.2:5939263-5939976:+,25,8
NC_002516.2:5940020-5940424:-,164,38
NC_002516.2:5940747-5941082:-,32,4
NC_002516.2:5941336-5941476:+,51,12
NC_002516.2:5941487-5942734:+,97,48
NC_002516.2:5942745-5943575:+,43,17
NC_002516.2:5943606-5944307:+,65,36
NC_002516.2:5944327-5945238:+,18,13
NC_002516.2:5945235-5945933:+,20,2
NC_002516.2:5945963-5947132:-,6,3
NC_002516.2:5947295-5948671:+,16,7
NC_002516.2:5948696-5949610:-,3,3
NC_002516.2:5950034-5950351:-,149,62
NC_002516.2:5950429-5950854:-,8,12
NC_002516.2:5951115-5952443:-,29,29
NC_002516.2:5952483-5952821:-,311,81
NC_002516.2:5953261-5953521:+,18,10
NC_002516.2:5953562-5955055:+,18,16
NC_002516.2:5955180-5957165:+,73,49
NC_002516.2:5957208-5958257:-,23,5
NC_002516.2:5958408-5959325:-,13,5
NC_002516.2:5959474-5960940:+,3,1
NC_002516.2:5960852-5962528:-,58,62
NC_002516.2:5962716-5964725:+,50,66
NC_002516.2:5964859-5966577:+,6,8
NC_002516.2:5966706-5967278:+,23,9
NC_002516.2:5967286-5969145:-,27,26
NC_002516.2:5969355-5969765:-,207,107
NC_002516.2:5969987-5970535:-,65,32
NC_002516.2:5970686-5971759:-,1,8
NC_002516.2:5971850-5972203:-,3,22
NC_002516.2:5972178-5973476:-,12,48
NC_002516.2:5973833-5974177:-,33,7
NC_002516.2:5974190-5974381:-,28,9
NC_002516.2:5974402-5976969:-,21,46
NC_002516.2:5977123-5977611:+,32,9
NC_002516.2:5977789-5979108:+,19,12
NC_002516.2:5979194-5980783:+,9,13
NC_002516.2:5980787-5981950:-,4,3
NC_002516.2:5982097-5983590:-,142,60
NC_002516.2:5983820-5985154:+,18,25
NC_002516.2:5985219-5985581:+,7,3
NC_002516.2:5985716-5985871:-,1126,146
NC_002516.2:5985883-5986119:-,1890,229
NC_002516.2:5986475-5988055:+,69,16
NC_002516.2:5988081-5988629:+,5,4
NC_002516.2:5988646-5989320:-,12,15
NC_002516.2:5989460-5990668:+,53,42
NC_002516.2:5990676-5991131:+,27,18
NC_002516.2:5991168-5993774:+,571,167
NC_002516.2:5993791-5994696:+,136,119
NC_002516.2:5994741-5995811:-,17,14
NC_002516.2:5996036-5996986:+,3,3
NC_002516.2:5997057-5998265:-,4,4
NC_002516.2:5998348-5999676:-,4,3
NC_002516.2:5999754-6000143:-,0,1
NC_002516.2:6000317-6000781:+,22,10
NC_002516.2:6000761-6001378:-,84,69
NC_002516.2:6001399-6002040:-,77,50
NC_002516.2:6002121-6002900:+,227,172
NC_002516.2:6002959-6003330:-,36,8
NC_002516.2:6003377-6004096:-,77,22
NC_002516.2:6004277-6005140:+,71,21
NC_002516.2:6005199-6005810:+,29,22
NC_002516.2:6005899-6006165:+,353,96
NC_002516.2:6006231-6008336:+,274,218
NC_002516.2:6008398-6008778:+,305,56
NC_002516.2:6008833-6009564:+,65,77
NC_002516.2:6009571-6010191:-,4,3
NC_002516.2:6010258-6011058:-,10,8
NC_002516.2:6011058-6011909:-,77,12
NC_002516.2:6012047-6012979:+,86,39
NC_002516.2:6012976-6015051:+,65,30
NC_002516.2:6015141-6016550:+,61,48
NC_002516.2:6016622-6017014:-,15,7
NC_002516.2:6017150-6017422:-,232,56
NC_002516.2:6017624-6018778:-,138,21
NC_002516.2:6018830-6018997:-,30,10
NC_002516.2:6019181-6019348:-,250,59
NC_002516.2:6019482-6019883:-,7,4
NC_002516.2:6019888-6021114:-,10,7
NC_002516.2:6021124-6022203:-,9,4
NC_002516.2:6022203-6023702:-,16,38
NC_002516.2:6023907-6024662:+,11,6
NC_002516.2:6024742-6025278:+,9,11
NC_002516.2:6025305-6026195:+,30,9
NC_002516.2:6026219-6026674:-,64,25
NC_002516.2:6026779-6027468:+,21,7
NC_002516.2:6027542-6028873:+,18,10
NC_002516.2:6028976-6030316:+,103,68
NC_002516.2:6030351-6031250:-,20,22
NC_002516.2:6031366-6032268:-,84,58
NC_002516.2:6032387-6033115:-,15,9
NC_002516.2:6033211-6034044:-,48,9
NC_002516.2:6034060-6035736:-,41,17
NC_002516.2:6035756-6037789:-,39,10
NC_002516.2:6038212-6039183:-,98,23
NC_002516.2:6045310-6046626:-,65,20
NC_002516.2:6046914-6047318:+,54,21
NC_002516.2:6047364-6049049:-,11,1
NC_002516.2:6049185-6050657:-,27,11
NC_002516.2:6050718-6051311:-,26,7
NC_002516.2:6051644-6053194:+,4,5
NC_002516.2:6053412-6054590:-,50,23
NC_002516.2:6054594-6055433:-,32,12
NC_002516.2:6055475-6056413:-,35,31
NC_002516.2:6056877-6058253:+,7,4
NC_002516.2:6058673-6059776:+,116,40
NC_002516.2:6059823-6060200:-,3,5
NC_002516.2:6060340-6061233:-,6,6
NC_002516.2:6061341-6062408:+,4,0
NC_002516.2:6062352-6063347:-,4,0
NC_002516.2:6063353-6063832:-,0,1
NC_002516.2:6063883-6064848:-,3,0
NC_002516.2:6064899-6065783:-,6,3
NC_002516.2:6065856-6066794:-,1,2
NC_002516.2:6067005-6068015:+,7,2
NC_002516.2:6067945-6069099:-,3,5
NC_002516.2:6069156-6069830:-,3,0
NC_002516.2:6069844-6070266:-,7,1
NC_002516.2:6070266-6071618:-,3,3
NC_002516.2:6071912-6073384:-,22,21
NC_002516.2:6073538-6074008:+,12,1
NC_002516.2:6074230-6075207:+,5,8
NC_002516.2:6075334-6075864:+,1,0
NC_002516.2:6075880-6077940:+,9,4
NC_002516.2:6078044-6080005:+,0,6
NC_002516.2:6080124-6081356:+,5,0
NC_002516.2:6081392-6082165:+,5,3
NC_002516.2:6082290-6082859:+,2,9
NC_002516.2:6082867-6083073:+,3,6
NC_002516.2:6083105-6083509:+,5,0
NC_002516.2:6083523-6083756:+,3,1
NC_002516.2:6083753-6084085:+,31,3
NC_002516.2:6084082-6084372:+,3,6
NC_002516.2:6084369-6084545:-,2,3
NC_002516.2:6084550-6085110:-,55,10
NC_002516.2:6085385-6086674:-,10,8
NC_002516.2:6087099-6088199:+,6,0
NC_002516.2:6088193-6090706:-,46,28
NC_002516.2:6092046-6093086:-,44,26
NC_002516.2:6093167-6093808:-,20,10
NC_002516.2:6094024-6095277:+,2,4
NC_002516.2:6095363-6096613:+,5,2
NC_002516.2:6096707-6097027:+,1,0
NC_002516.2:6097024-6100041:+,11,3
NC_002516.2:6100135-6100770:+,2,3
NC_002516.2:6100820-6101677:+,4,3
NC_002516.2:6101884-6103083:+,15,2
NC_002516.2:6103167-6104123:+,46,8
NC_002516.2:6104189-6104737:-,27,31
NC_002516.2:6104799-6105044:-,589,81
NC_002516.2:6105159-6106241:-,73,16
NC_002516.2:6106272-6106763:-,174,43
NC_002516.2:6107111-6108139:+,9,81
NC_002516.2:6108176-6109084:-,15,10
NC_002516.2:6109260-6110684:+,13,16
NC_002516.2:6111048-6112262:-,28,21
NC_002516.2:6112299-6113774:-,6,2
NC_002516.2:6113902-6114351:+,1,1
NC_002516.2:6114360-6115034:+,8,0
NC_002516.2:6115059-6116312:-,18,4
NC_002516.2:6116493-6118316:-,759,492
NC_002516.2:6118332-6119747:-,321,37
NC_002516.2:6119961-6120896:+,12,28
NC_002516.2:6120850-6121065:-,2,8
NC_002516.2:6121172-6122053:-,135,49
NC_002516.2:6122139-6123605:+,17,9
NC_002516.2:6123686-6125080:+,7,17
NC_002516.2:6125796-6127997:-,147,60
NC_002516.2:6128056-6130911:-,23,14
NC_002516.2:6131088-6133274:+,94,44
NC_002516.2:6133312-6133740:+,9,9
NC_002516.2:6133838-6135331:+,452,44
NC_002516.2:6135709-6135912:+,57,38
NC_002516.2:6135968-6137113:-,74,34
NC_002516.2:6137114-6138241:-,33,35
NC_002516.2:6138225-6139607:-,44,31
NC_002516.2:6139604-6140869:-,34,31
NC_002516.2:6140869-6141666:-,23,23
NC_002516.2:6141666-6143105:-,53,50
NC_002516.2:6143109-6144080:-,119,35
NC_002516.2:6144077-6144991:-,53,31
NC_002516.2:6145399-6147027:+,139,41
NC_002516.2:6147021-6148322:+,62,26
NC_002516.2:6148319-6149182:+,15,20
NC_002516.2:6149179-6150321:+,24,18
NC_002516.2:6150315-6151151:+,59,17
NC_002516.2:6151314-6151526:+,10,10
NC_002516.2:6151622-6151939:+,361,41
NC_002516.2:6152064-6152357:+,3,11
NC_002516.2:6152386-6152721:+,12,10
NC_002516.2:6152718-6154676:+,31,23
NC_002516.2:6154784-6155203:-,6,4
NC_002516.2:6155271-6156215:+,11,0
NC_002516.2:6156212-6156574:+,4,5
NC_002516.2:6156854-6158158:+,3,2
NC_002516.2:6158179-6158943:+,3,0
NC_002516.2:6158949-6159563:-,9,5
NC_002516.2:6159560-6160699:-,32,25
NC_002516.2:6161067-6161867:-,21,13
NC_002516.2:6162221-6163969:+,9,42
NC_002516.2:6164038-6165411:+,25,13
NC_002516.2:6165417-6165977:-,8,142
NC_002516.2:6166120-6167409:-,21,9
NC_002516.2:6167783-6168823:+,19,8
NC_002516.2:6168842-6170071:-,22,21
NC_002516.2:6170176-6171510:-,31,46
NC_002516.2:6172223-6172690:-,177,344
NC_002516.2:6172712-6172873:-,194,104
NC_002516.2:6173348-6174697:+,35,39
NC_002516.2:6174694-6176481:+,23,34
NC_002516.2:6176516-6177295:-,19,8
NC_002516.2:6177325-6177918:-,2,7
NC_002516.2:6178036-6180051:-,64,57
NC_002516.2:6180048-6180926:-,38,38
NC_002516.2:6180942-6181577:-,521,111
NC_002516.2:6181745-6182350:-,586,102
NC_002516.2:6182396-6182689:-,58,137
NC_002516.2:6182873-6183520:+,61,26
NC_002516.2:6183784-6186525:-,201,116
NC_002516.2:6186603-6186893:+,144,18
NC_002516.2:6186927-6187877:+,62,66
NC_002516.2:6188166-6188855:-,69,36
NC_002516.2:6188872-6191076:-,178,131
NC_002516.2:6191186-6192109:-,206,59
NC_002516.2:6192179-6192682:+,102,40
NC_002516.2:6192682-6193491:+,49,39
NC_002516.2:6193484-6194272:+,49,28
NC_002516.2:6194314-6195102:+,21,15
NC_002516.2:6195309-6196316:+,71,27
NC_002516.2:6196316-6196993:+,57,24
NC_002516.2:6197070-6197852:+,357,58
NC_002516.2:6198055-6198912:+,9,3
NC_002516.2:6198917-6199570:+,7,3
NC_002516.2:6199567-6200898:+,8,2
NC_002516.2:6200966-6201634:+,7,6
NC_002516.2:6201736-6203085:+,12,9
NC_002516.2:6203104-6204447:-,26,16
NC_002516.2:6204444-6206210:-,11,21
NC_002516.2:6206292-6207170:+,10,9
NC_002516.2:6207241-6208029:+,9,2
NC_002516.2:6208042-6208542:-,19,38
NC_002516.2:6208575-6209441:+,38,17
NC_002516.2:6209479-6210063:-,10,3
NC_002516.2:6210065-6211768:-,36,24
NC_002516.2:6212147-6212713:-,30,18
NC_002516.2:6212790-6213533:+,15,6
NC_002516.2:6213581-6214339:-,41,31
NC_002516.2:6214434-6215801:-,13,9
NC_002516.2:6215803-6217155:-,4,6
NC_002516.2:6217313-6218095:+,15,7
NC_002516.2:6218100-6218840:+,26,8
NC_002516.2:6218857-6219069:-,36,28
NC_002516.2:6219287-6219688:-,23,21
NC_002516.2:6219885-6220739:-,79,41
NC_002516.2:6221101-6222858:+,17,13
NC_002516.2:6223174-6224481:+,239,15
NC_002516.2:6224897-6225925:-,33,8
NC_002516.2:6227082-6227450:+,3,0
NC_002516.2:6227603-6228244:-,747,210
NC_002516.2:6228241-6229443:-,2729,573
NC_002516.2:6229458-6229862:-,203,88
NC_002516.2:6229975-6230391:+,30,32
NC_002516.2:6230369-6231562:-,160,42
NC_002516.2:6231662-6232558:+,293,61
NC_002516.2:6232555-6233115:+,335,63
